# US cities with population >= 5,000.
# Derived from GeoNames cities5000 (https://www.geonames.org/), CC-BY 4.0.
city,state,latitude,longitude,population
Goulds,FL,25.5626,-80.3823,11446
Endwell,NY,42.1129,-76.021,11446
Clute,TX,29.0247,-95.3988,11444
Fenton,MI,42.7978,-83.7049,11442
Somerset,KY,37.092,-84.6041,11439
Branson,MO,36.6437,-93.2185,11431
Parker,SC,34.8507,-82.4535,11431
Mendota,CA,36.7536,-120.3816,11430
Lakes by the Bay,FL,25.5723,-80.3253,11422
Mays Chapel,MD,39.4332,-76.6494,11420
Salem,WI,42.5547,-88.1109,11416
Haddonfield,NJ,39.8915,-75.0377,11414
Frederick,CO,40.0992,-104.9372,11413
Webster,MA,42.0501,-71.8801,11412
Crossville,TN,35.949,-85.0269,11411
Hawaiian Paradise Park,HI,19.5933,-154.9731,11404
D'Iberville,MS,30.4263,-88.8909,11400
Summit,IL,41.7881,-87.8103,11389
Piedmont,CA,37.8244,-122.2316,11376
Ridgefield,NJ,40.8343,-74.0088,11373
Lyndon,KY,38.2567,-85.6016,11372
Ionia,MI,42.9873,-85.0711,11372
Carnot-Moon,PA,40.5186,-80.2174,11372
Newcastle,WA,47.539,-122.1557,11370
Emmaus,PA,40.5395,-75.4968,11368
Greentree,NJ,39.8971,-74.9557,11367
Tyngsboro,MA,42.6768,-71.4245,11366
Grosse Ile,MI,42.1292,-83.1444,11361
Jefferson Hills,PA,40.2912,-79.932,11360
Brentwood Village,DC,38.9209,-76.9844,11359
Ocean City,NJ,39.2776,-74.5746,11355
Camden,AR,33.5846,-92.8343,11347
Oxford,CT,41.434,-73.1168,11345
Waupun,WI,43.6333,-88.7296,11343
Niles,MI,41.8298,-86.2542,11333
North Valley,NM,35.1734,-106.6234,11333
Oak Hills,OR,45.5412,-122.8412,11333
Two Rivers,WI,44.1539,-87.5692,11331
Gloucester City,NJ,39.8928,-75.1204,11329
Lakewood Park,FL,27.5431,-80.4023,11323
Smyrna,DE,39.2998,-75.6047,11319
Fort Morgan,CO,40.2503,-103.7999,11319
Mango,FL,27.9797,-82.3065,11313
Gardnerville Ranchos,NV,38.8882,-119.7413,11312
East Grand Rapids,MI,42.9411,-85.61,11311
Magalia,CA,39.8121,-121.5783,11310
Broussard,LA,30.1471,-91.9612,11303
Walker Mill,MD,38.8754,-76.8883,11302
West Sedona,AZ,34.8672,-111.8054,11299
Robertsville,NJ,40.3462,-74.2879,11297
Merriam,KS,39.0236,-94.6936,11288
Madison Heights,VA,37.431,-79.1231,11285
Woods Cross,UT,40.8716,-111.8922,11284
Spearfish,SD,44.4908,-103.8594,11283
Plano,IL,41.6628,-88.537,11282
Warren,RI,41.7304,-71.2826,11280
The Wharf,DC,38.8791,-77.0249,11274
Shiloh,OH,39.8187,-84.2285,11272
Guthrie,OK,35.8789,-97.4253,11270
Cusseta,GA,32.3054,-84.7727,11267
Huntington,VA,38.7923,-77.0708,11267
Communications Hill,CA,37.289,-121.8551,11267
Lewis Center,OH,40.1984,-83.0102,11261
Girard Estate,PA,39.9235,-75.1846,11259
Newtonville,MA,42.3501,-71.2037,11251
Wrentham,MA,42.0668,-71.3281,11251
Loganville,GA,33.839,-83.9007,11248
Westwood,NJ,40.9912,-74.0326,11247
Munhall,PA,40.3923,-79.9,11247
Yazoo City,MS,32.8551,-90.4056,11245
Minooka,IL,41.4553,-88.2617,11243
Campbellsville,KY,37.3434,-85.3419,11237
Lake Grove,NY,40.8529,-73.1151,11235
Yorktown,IN,40.1737,-85.4941,11231
Southwest Center City Philadelphia,PA,39.9428,-75.1809,11228
White House,TN,36.4703,-86.6514,11226
Browns Mills,NJ,39.9726,-74.5829,11223
Mendota Heights,MN,44.8836,-93.1383,11223
Grosse Pointe Park,MI,42.3759,-82.9374,11220
Shiloh,PA,39.9781,-76.7972,11218
Pike Creek Valley,DE,39.7362,-75.6983,11217
Shiloh,PA,41.0417,-78.2914,11217
Beachwood,NJ,39.939,-74.1929,11214
Logan Square,PA,39.9557,-75.1705,11213
Haysville,KS,37.5645,-97.3523,11212
Spencer,IA,43.1414,-95.1444,11212
North Smithfield,RI,41.9668,-71.5495,11212
Orange City,FL,28.9489,-81.2987,11210
Berkley,CO,39.8044,-105.0261,11207
Pompton Lakes,NJ,41.0054,-74.2907,11202
Vernal,UT,40.4555,-109.5288,11200
River Forest,IL,41.8978,-87.814,11199
Saint Peter,MN,44.3236,-93.958,11196
Jefferson,LA,29.966,-90.1531,11193
Jerome,ID,42.7241,-114.5186,11184
Springdale,OH,39.287,-84.4852,11182
Elwood,NY,40.8454,-73.3351,11177
Grandview,WA,46.251,-119.9017,11176
Leon Valley,TX,29.4952,-98.6186,11174
North Scituate,RI,41.8318,-71.5873,11171
Webb City,MO,37.1465,-94.463,11165
Dudley,MA,42.0451,-71.9301,11165
Tarboro,NC,35.8968,-77.5358,11164
Sierra Madre,CA,34.1617,-118.0529,11163
Galena Park,TX,29.7336,-95.2302,11162
Camp Verde,AZ,34.5636,-111.8543,11155
Oakwood,NY,40.564,-74.116,11148
Central 14th Street / WMATA Northern Bus Barn,DC,38.9447,-77.0326,11147
Mount Kisco,NY,41.2043,-73.7271,11145
East Renton Highlands,WA,47.4848,-122.1123,11140
Raymondville,TX,26.4815,-97.7831,11139
Chino Valley,AZ,34.7575,-112.4538,11137
Lantana,FL,26.5867,-80.052,11136
Oneida,NY,43.0926,-75.6513,11134
Gulf Shores,AL,30.246,-87.7008,11131
Dobbs Ferry,NY,41.0145,-73.8726,11131
Grand Rapids,MN,47.2372,-93.5302,11127
Coshocton,OH,40.272,-81.8596,11121
Cherry Creek,CO,39.611,-104.861,11120
Webster,TX,29.5377,-95.1183,11116
Helena-West Helena,AR,34.5291,-90.59,11109
Town and Country,MO,38.6123,-90.4634,11106
Lighthouse Point,FL,26.2756,-80.0873,11104
Lawrenceburg,KY,38.0373,-84.8966,11103
Village Park,HI,21.3981,-158.0303,11099
Fredericksburg,TX,30.2752,-98.872,11094
South Yarmouth,MA,41.6668,-70.1847,11092
Canyon Lake,CA,33.685,-117.2731,11080
View Park-Windsor Hills,CA,33.9955,-118.3483,11075
East Milton,FL,30.6152,-87.0216,11074
Leicester,MA,42.2459,-71.9087,11064
Grand Haven,MI,43.0631,-86.2284,11062
Peru,IN,40.7537,-86.0689,11060
Lakeland Highlands,FL,27.9597,-81.9501,11056
Joint Base Lewis McChord,WA,47.1079,-122.5769,11046
Saint Albans,WV,38.3856,-81.8362,11044
Burkburnett,TX,34.0979,-98.5706,11043
Londonderry,NH,42.8651,-71.3739,11037
Diamond Springs,CA,38.6946,-120.8149,11037
Sonoma,CA,38.2919,-122.458,11037
Millington,TN,35.3415,-89.8973,11027
Little Chute,WI,44.28,-88.3184,11026
Vermilion-on-the-Lake,OH,41.4284,-82.3238,11006
Suffern,NY,41.1148,-74.1496,11001
Ontario,OR,44.0266,-116.9629,10999
Chalco,NE,41.1839,-96.1503,10994
West Point,MS,33.6076,-88.6503,10990
Crestwood,IL,41.6446,-87.7415,10984
Mountain Top,PA,41.1695,-75.8774,10982
Doctor Phillips,FL,28.4494,-81.4923,10981
Totowa,NJ,40.9051,-74.2099,10973
Spuyten Duyvil,NY,40.8812,-73.9174,10971
Mitchellville,MD,38.92,-76.808,10967
Little Ferry,NJ,40.8529,-74.0421,10963
Martin,TN,36.3434,-88.8503,10959
Union,MO,38.45,-91.0085,10957
Damascus,OR,45.4176,-122.459,10952
Highland Park,MI,42.4056,-83.0969,10949
Vidor,TX,30.1316,-94.0155,10945
Cordele,GA,31.9635,-83.7824,10943
Bluffdale,UT,40.4897,-111.9388,10931
Malvern,AR,34.3623,-92.813,10928
Natrona Heights,PA,40.6234,-79.7298,10927
Seymour,TN,35.8906,-83.7246,10919
Quartz Hill,CA,34.6453,-118.2181,10912
Gulf Gate Estates,FL,27.2517,-82.5147,10911
Storm Lake,IA,42.6411,-95.2097,10910
Trinity,FL,28.1808,-82.6818,10907
Fairfield,AL,33.4859,-86.9119,10907
Lincolnton,NC,35.4738,-81.2545,10900
Ironton,OH,38.5367,-82.6829,10900
Franklin Lakes,NJ,41.0168,-74.2057,10899
Brooklyn,OH,41.4398,-81.7354,10899
Newman,CA,37.3138,-121.0208,10899
Summerfield,MD,38.9045,-76.8683,10898
Corning,NY,42.1429,-77.0547,10897
Doraville,GA,33.8982,-84.2833,10896
Sturgis,MI,41.7992,-85.4192,10896
DeRidder,LA,30.8463,-93.2891,10890
Ogdensburg,NY,44.6942,-75.4863,10883
Modena Park,PA,40.0784,-74.9879,10882
Woodbury,NY,41.3645,-74.106,10879
Taylorville,IL,39.5489,-89.2945,10873
Riverton,WY,43.025,-108.3801,10873
Citrus,CA,34.115,-117.8917,10866
Summerfield,NC,36.2088,-79.9048,10861
Show Low,AZ,34.2542,-110.0298,10860
Acushnet,MA,41.6807,-70.9078,10850
Waynesboro,PA,39.7559,-77.5778,10848
East Liverpool,OH,40.6187,-80.5773,10846
Coldwater,MI,41.9403,-85.0005,10844
Torresdale,PA,40.0548,-75.0043,10836
Highland City,FL,27.9653,-81.8779,10834
Miami Shores,FL,25.8632,-80.1928,10831
Winchester Center,CT,41.9001,-73.1348,10830
Maltby,WA,47.8051,-122.1132,10830
Burr Ridge,IL,41.7489,-87.9184,10818
Sedro-Woolley,WA,48.5039,-122.2361,10815
Lindon,UT,40.3433,-111.7208,10810
Sweetwater,TX,32.471,-100.4059,10809
Pine Castle,FL,28.4719,-81.3679,10805
Mount Holly,NJ,39.9929,-74.7877,10804
La Riviera,CA,38.5669,-121.3569,10802
Marinette,WI,45.1,-87.6307,10799
Bellefontaine Neighbors,MO,38.7403,-90.2265,10798
Van Wert,OH,40.8695,-84.5841,10798
Muskegon Heights,MI,43.2011,-86.239,10796
Monroe,WI,42.6011,-89.6385,10796
Holbrook,MA,42.1551,-71.0087,10791
Broomall,PA,39.9815,-75.3566,10789
Worth,IL,41.6897,-87.7973,10784
Jacinto City,TX,29.7675,-95.2338,10782
Smithfield,UT,41.8383,-111.8327,10782
Farmersville,CA,36.2977,-119.2068,10774
Crestline,CA,34.242,-117.2856,10770
Kings Mountain,NC,35.2451,-81.3412,10760
Viera East,FL,28.2623,-80.7145,10757
Lowes Island,VA,39.0598,-77.3522,10756
Delhi,CA,37.4322,-120.7785,10755
Roessleville,NY,42.6951,-73.8071,10753
Sussex,WI,43.1339,-88.222,10753
Arkadelphia,AR,34.1209,-93.0538,10745
Van Ness,DC,38.9432,-77.063,10745
Saks,AL,33.6987,-85.8397,10744
Echelon,NJ,39.8484,-74.9957,10743
Collegedale,TN,35.0531,-85.0502,10743
Vermillion,SD,42.7794,-96.9292,10738
Minneola,FL,28.5744,-81.7462,10735
Upper Roxborough,PA,40.0596,-75.2385,10735
Tamalpais-Homestead Valley,CA,37.8783,-122.5362,10735
Middlesboro,KY,36.6084,-83.7166,10730
Lyons,IL,41.8134,-87.8181,10722
Holly Springs,GA,34.174,-84.5013,10719
Fort Madison,IA,40.6298,-91.3152,10717
Bolivar,MO,37.6145,-93.4105,10714
Bastrop,LA,32.7783,-91.9114,10713
Atchison,KS,39.563,-95.1216,10712
Largo,MD,38.8976,-76.8303,10709
Fredonia,NY,42.4401,-79.3317,10705
Cheval,FL,28.1486,-82.5145,10702
Halfway,MD,39.6206,-77.7589,10701
Petal,MS,31.3466,-89.2601,10701
Kapa'a,HI,22.0752,-159.319,10699
Rosaryville,MD,38.7568,-76.8097,10697
Somers Point,NJ,39.3176,-74.5946,10688
Little Falls,NJ,40.869,-74.2082,10688
Germantown,PA,40.0434,-75.1802,10688
Darby,PA,39.9184,-75.2591,10687
Vidalia,GA,32.2177,-82.4135,10679
Gonzales,LA,30.2385,-90.9201,10678
Grimes,IA,41.6883,-93.7911,10676
Picayune,MS,30.5256,-89.6779,10675
Klahanie,WA,47.571,-122.0084,10674
Kaka'ako,HI,21.3021,-157.8573,10673
Batesville,AR,35.7698,-91.641,10668
Northbrook,OH,39.2465,-84.5836,10668
Kennett,MO,36.2362,-90.0556,10662
Burlington,WI,42.6781,-88.2762,10650
Placerville,CA,38.7296,-120.7986,10650
Garden Acres,CA,37.9638,-121.2294,10648
Muscoy,CA,34.1542,-117.3442,10644
Sandy,OR,45.3973,-122.2615,10644
Lansdowne,PA,39.9382,-75.2719,10639
Morro Bay,CA,35.3658,-120.8499,10639
Satellite Beach,FL,28.1761,-80.5901,10633
Scottdale,GA,33.7898,-84.2641,10631
Massena,NY,44.9281,-74.8919,10629
Old Saybrook,CT,41.2918,-72.3762,10627
Bedford Heights,OH,41.417,-81.5273,10625
Vashon,WA,47.4473,-122.4599,10624
Camp Pendleton South,CA,33.2284,-117.3793,10616
Forest Acres,SC,34.0193,-80.9898,10615
Winton,CA,37.3894,-120.6132,10613
Keokuk,IA,40.3973,-91.3849,10609
West Perrine,FL,25.6059,-80.3628,10602
Eureka,MO,38.5025,-90.6279,10602
Norwell,MA,42.1618,-70.7939,10581
Gardere,LA,30.3457,-91.1401,10580
Accokeek,MD,38.6676,-77.0283,10573
Union City,TN,36.4242,-89.057,10573
Vernon,TX,34.1554,-99.2663,10573
Vienna,WV,39.327,-81.5485,10573
Eltingville,NY,40.5454,-74.1657,10573
Santaquin,UT,39.9755,-111.7852,10572
North Versailles,PA,40.3798,-79.8095,10571
Lawrenceburg,TN,35.2423,-87.3347,10569
Roscoe,IL,42.4134,-89.0093,10565
Hillsdale,NJ,41.0026,-74.0404,10559
Exeter,CA,36.2961,-119.142,10548
Belmont,NC,35.2429,-81.0373,10533
Forestville,OH,39.0751,-84.3449,10532
Weddington,NC,35.0224,-80.7609,10531
Farmington,MI,42.4645,-83.3763,10523
Jackson,WY,43.4799,-110.7624,10523
Chesapeake Ranch Estates,MD,38.3462,-76.4177,10519
Fox Lake,IL,42.3967,-88.1837,10518
Manchester,TN,35.4817,-86.0886,10517
The Pinery,CO,39.4553,-104.7344,10517
Pine Hill,NJ,39.7843,-74.9921,10510
Montgomery,OH,39.2281,-84.3541,10506
Redwood Shores,CA,37.5319,-122.248,10500
Sebring,FL,27.4956,-81.4409,10497
Dent,OH,39.1859,-84.6513,10497
Bound Brook,NJ,40.5684,-74.5385,10497
Sauk Village,IL,41.4884,-87.5675,10493
Rockport,TX,28.0208,-97.056,10490
Heath,OH,40.0228,-82.4446,10489
Ventnor City,NJ,39.3404,-74.4774,10486
Middle Island,NY,40.8843,-72.9373,10483
Arizona City,AZ,32.7559,-111.671,10475
Richmond Heights,OH,41.5528,-81.5101,10469
Wyomissing,PA,40.3295,-75.9652,10469
Burley,ID,42.5357,-113.7928,10436
Vermilion,OH,41.422,-82.3646,10434
Key Largo,FL,25.0865,-80.4473,10433
Warr Acres,OK,35.5226,-97.6189,10431
Canandaigua,NY,42.8742,-77.288,10431
Manville,NJ,40.5409,-74.5877,10429
West Haverstraw,NY,41.2095,-73.9854,10421
Lincoln Park,NJ,40.9243,-74.3021,10405
Melvindale,MI,42.2825,-83.1752,10404
Cambridge,OH,40.0312,-81.5885,10402
Greencastle,IN,39.6445,-86.8647,10401
Big Rapids,MI,43.6981,-85.4837,10397
Kinnelon,NJ,41.0018,-74.3671,10392
Palatka,FL,29.6486,-81.6376,10390
Columbia,PA,40.0337,-76.5044,10388
Sedona,AZ,34.8697,-111.761,10388
Celina,OH,40.5489,-84.5702,10387
Norfolk,MA,42.1195,-71.3251,10386
Portage,WI,43.5391,-89.4626,10382
Wabash,IN,40.7978,-85.8205,10381
Struthers,OH,41.0526,-80.6078,10375
Cadillac,MI,44.252,-85.4012,10373
Fairview,TX,33.1579,-96.6317,10372
Big Lake,MN,45.3325,-93.7461,10368
Pella,IA,41.4081,-92.9163,10363
Castle Pines North,CO,39.4717,-104.8948,10360
Mount Airy,NC,36.4993,-80.6073,10354
Barrington,IL,42.1539,-88.1362,10353
Durham,NH,43.134,-70.9265,10345
West Point,UT,41.1183,-112.0841,10345
Silver Springs,FL,29.2166,-82.0576,10334
Newberry,SC,34.2746,-81.6187,10331
Linthicum,MD,39.2051,-76.6527,10324
Reading,OH,39.2237,-84.4422,10324
Bluefield,WV,37.2698,-81.2223,10323
Little Canada,MN,45.0269,-93.0877,10319
Eunice,LA,30.4944,-92.4176,10310
Wood River,IL,38.8612,-90.0976,10294
Hull,MA,42.302,-70.9078,10293
Oak Grove,SC,33.9809,-81.1429,10291
Morris Park,NY,40.8523,-73.8535,10289
Benning Road,DC,38.8898,-76.9376,10269
Newport,OR,44.6368,-124.0534,10268
Beverly Hills,MI,42.5239,-83.2233,10267
Edwards,CO,39.645,-106.5942,10266
Cedar Hills,UT,40.4141,-111.7585,10265
Pleasant Grove,AL,33.4909,-86.9703,10260
Lancaster,NY,42.9006,-78.6703,10258
Nanticoke,PA,41.2054,-76.0049,10258
Milford,DE,38.9126,-75.428,10252
Rossmoor,CA,33.7856,-118.0851,10244
Timberlane,LA,29.8774,-90.032,10243
Sleepy Hollow,NY,41.0857,-73.8585,10242
Fairview Shores,FL,28.5911,-81.3942,10239
Waterloo,IL,38.3359,-90.1498,10236
Alpine,UT,40.4533,-111.778,10235
Beecher,MI,43.09,-83.6944,10232
Fairmount,NY,43.0473,-76.2385,10224
Espanola,NM,35.9911,-106.0806,10224
Berwick,PA,41.0545,-76.2333,10223
Roma,TX,26.4053,-99.0158,10223
Fairmont,MN,43.6522,-94.4611,10221
River Grove,IL,41.9259,-87.8359,10219
Anderson,CA,40.4482,-122.2978,10217
North Branch,MN,45.5114,-92.9802,10215
Watervliet,NY,42.7301,-73.7012,10214
Hanson,MA,42.0751,-70.88,10209
Vail,AZ,32.0479,-110.712,10208
Hillcrest,DC,38.8621,-76.958,10205
Gages Lake,IL,42.3517,-87.9826,10198
Jefferson,GA,34.117,-83.5724,10195
Raceland,LA,29.7274,-90.599,10193
Columbia,IL,38.4437,-90.2012,10191
Bel Air,MD,39.5359,-76.3483,10190
Capitola,CA,36.9752,-121.9533,10189
North Logan,UT,41.7694,-111.8047,10181
Jennings,LA,30.2224,-92.6571,10180
Bohemia,NY,40.7693,-73.1151,10180
Alpena,MI,45.0617,-83.4327,10175
Bellmead,TX,31.594,-97.1089,10164
Forestdale,AL,33.5701,-86.8964,10162
Wells Beach Station,ME,43.324,-70.5914,10162
Lake Morton-Berrydale,WA,47.3325,-122.1029,10160
Gold Camp,AZ,33.2937,-111.3043,10159
Shasta Lake,CA,40.6804,-122.3708,10159
Gold Canyon,AZ,33.3715,-111.4369,10159
Lanham,MD,38.9688,-76.8634,10157
Paris,TN,36.302,-88.3267,10150
Great Neck,NY,40.8007,-73.7285,10143
Colts Neck,NJ,40.2876,-74.1724,10142
East Stroudsburg,PA,40.9995,-75.1813,10140
Oil City,PA,41.434,-79.7064,10137
Norwalk,IA,41.4755,-93.6788,10135
Marlton,NJ,39.8912,-74.9218,10133
North End,MA,42.3651,-71.0545,10131
Galion,OH,40.7337,-82.7899,10127
Denham Springs,LA,30.4874,-90.9575,10125
Fort Knox,KY,37.8911,-85.9636,10124
Essex Junction,VT,44.4906,-73.111,10111
San Diego Country Estates,CA,33.0067,-116.7836,10109
Maynard,MA,42.4334,-71.4495,10106
Waldwick,NJ,41.0106,-74.1179,10095
Port Salerno,FL,27.1442,-80.2006,10091
Parsons,KS,37.3403,-95.2611,10090
Comstock Park,MI,43.0386,-85.67,10088
Avon Park,FL,27.5959,-81.5062,10086
Inwood,NY,40.8657,-73.9268,10082
Mayfield,KY,36.7417,-88.6367,10080
Bonham,TX,33.5773,-96.1783,10079
Lexington,NE,40.7808,-99.7415,10075
Countryside,VA,39.0409,-77.4136,10072
Waverly,IA,42.7258,-92.4755,10066
Canyon Rim,UT,40.7066,-111.8219,10062
London,OH,39.8865,-83.4483,10060
North Andrews Gardens,FL,26.1915,-80.1442,10056
Clinton,TN,36.1034,-84.1319,10049
Atmore,AL,31.0238,-87.4939,10049
Little Neck,NY,40.7629,-73.7322,10049
Oregon,WI,42.9261,-89.3846,10043
Poulsbo,WA,47.7359,-122.6465,10041
Troy,IL,38.7292,-89.8832,10036
New Port Richey East,FL,28.2603,-82.6926,10036
Plymouth,IN,41.3437,-86.3097,10035
Monmouth,OR,44.8484,-123.234,10032
Grantsville,UT,40.5999,-112.4644,10027
Elon,NC,36.1029,-79.5067,10024
Woodbury,NJ,39.8382,-75.1527,10020
Oak Creek,CA,33.674,-117.7712,10018
Waggaman,LA,29.9185,-90.2109,10015
Fort Salonga,NY,40.9126,-73.301,10008
Bluffton,IN,40.7387,-85.1716,10005
Silver City,NM,32.7701,-108.2803,10004
Fairview,CA,37.6785,-122.0458,10003
Del Aire,CA,33.9161,-118.3695,10001
Cross Lanes,WV,38.4204,-81.7907,9995
Huguenot,NY,40.5373,-74.1946,9995
Veradale,WA,47.6499,-117.2074,9991
Uniontown,PA,39.9001,-79.7164,9990
Harrisonville,MO,38.6533,-94.3488,9986
Pearsall,TX,28.8922,-99.095,9980
Dishman,WA,47.6601,-117.276,9978
Newton Highlands,MA,42.3209,-71.1995,9976
Benton Harbor,MI,42.1167,-86.4542,9976
Fife,WA,47.2393,-122.3571,9970
Cottage Grove,OR,43.7976,-123.0595,9969
Carroll,IA,42.0658,-94.8669,9968
Lambertville,MI,41.7659,-83.628,9953
Peru,IL,41.3275,-89.129,9952
Arden Hills,MN,45.0502,-93.1566,9951
Croydon,PA,40.0873,-74.9035,9950
Indianola,MS,33.4509,-90.6551,9943
East Oak Lane,PA,40.0501,-75.1329,9941
Spruce Hill,PA,39.9527,-75.2103,9935
Covington,LA,30.4755,-90.1004,9928
Kendallville,IN,41.4414,-85.265,9927
Timonium,MD,39.437,-76.6197,9925
Lake Monticello,VA,37.9232,-78.3347,9920
Lackland Air Force Base,TX,29.3866,-98.618,9918
Lake Mohawk,NJ,41.0184,-74.6602,9916
Flat Rock,MI,42.0964,-83.2919,9914
Cape Canaveral,FL,28.4058,-80.6048,9912
Glenwood Springs,CO,39.5505,-107.3248,9906
Corte Madera,CA,37.9255,-122.5275,9901
Tipp City,OH,39.9584,-84.1722,9899
Pennypack,PA,40.0668,-75.0455,9898
Harrison,OH,39.262,-84.82,9897
Warrenton,VA,38.7135,-77.7953,9897
Deanwood,DC,38.8984,-76.9294,9895
Coral Hills,MD,38.8704,-76.9211,9895
Elkhorn,WI,42.6728,-88.5445,9895
East Rockaway,NY,40.642,-73.6696,9894
Fairfield,IA,41.0086,-91.9627,9892
Hope,AR,33.6671,-93.5916,9891
Bloomingdale,TN,36.5846,-82.4893,9888
New Albany,OH,40.0812,-82.8088,9879
Andover,FL,25.9684,-80.2128,9877
Brownsville,TN,35.594,-89.2623,9876
Fort Lee,VA,37.2469,-77.3344,9874
Moncks Corner,SC,33.1963,-80.0143,9873
Keansburg,NJ,40.4418,-74.1299,9873
Paris,KY,38.2098,-84.253,9870
Kendall Square,MA,42.365,-71.0855,9861
Northampton,PA,40.6862,-75.4968,9860
Middleton,MA,42.5951,-71.0162,9859
Woodley Park,DC,38.9287,-77.0558,9856
Brandon,SD,43.5947,-96.572,9856
Highland,IL,38.7395,-89.6712,9848
Russellville,AL,34.5079,-87.7286,9847
Fate,TX,32.9415,-96.3814,9847
Brambleton,VA,38.9821,-77.5386,9845
Rincon,GA,32.296,-81.2354,9843
Cameron,MO,39.7403,-94.2411,9836
Havre,MT,48.55,-109.6841,9834
Shelton,WA,47.2151,-123.1007,9834
Christiana,TN,35.7101,-86.3994,9830
Pleasanton,TX,28.9672,-98.4786,9829
Edgewood,WA,47.2501,-122.2937,9826
Wapakoneta,OH,40.5678,-84.1936,9823
Monticello,AR,33.629,-91.791,9820
Alamosa,CO,37.4695,-105.87,9819
New Hyde Park,NY,40.7351,-73.6879,9811
Waynesville,NC,35.4887,-82.9887,9809
Burlington,NJ,40.0712,-74.8649,9808
Maywood,NJ,40.9026,-74.0618,9805
Fort Oglethorpe,GA,34.949,-85.2569,9803
Inwood,NY,40.6221,-73.7468,9792
Cody,WY,44.5263,-109.0565,9792
Cleveland Park,DC,38.9362,-77.0655,9790
Walnut Grove,WA,45.6679,-122.599,9790
Washington,NC,35.5466,-77.0522,9788
Wyndham,VA,37.6985,-77.6125,9785
Hartford,VT,43.6606,-72.3384,9779
Lake Arbor,MD,38.9079,-76.8297,9776
Ballston Lake,NY,42.9117,-73.8682,9776
Merrydale,LA,30.5013,-91.1084,9772
Minnehaha,WA,45.659,-122.6271,9771
Reserve,LA,30.0538,-90.5517,9766
Union Park,FL,28.5681,-81.2862,9765
Roma-Los Saenz,TX,26.4051,-99.0159,9765
Progress,PA,40.2851,-76.8314,9765
Le Mars,IA,42.7942,-96.1656,9761
Alachua,FL,29.7516,-82.4248,9757
Marysville,MI,42.9125,-82.4869,9757
East La Mirada,CA,33.9245,-117.989,9757
Woodbury,CT,41.5445,-73.209,9755
Silverton,OR,45.0051,-122.7832,9753
Cairo,GA,30.8775,-84.2021,9752
Baker City,OR,44.7749,-117.8344,9752
Cedartown,GA,34.0112,-85.2559,9750
Panthersville,GA,33.7073,-84.2719,9749
Brownfield,TX,33.1812,-102.2743,9736
Vinings,GA,33.8648,-84.4644,9734
Otis,IN,41.5992,-86.9059,9726
Dunn,NC,35.3063,-78.6089,9723
Chestnut Hill,PA,40.0771,-75.2074,9710
Hermantown,MN,46.8069,-92.2382,9706
Sumner,WA,47.2032,-122.2404,9700
Ingleside,TX,27.8778,-97.2117,9695
Boaz,AL,34.2007,-86.1664,9688
Potsdam,NY,44.6698,-74.9813,9688
Southborough,MA,42.3056,-71.5245,9686
Safford,AZ,32.834,-109.7076,9683
Sparta,WI,43.9441,-90.8129,9679
Mountain House,CA,37.7833,-121.5427,9675
North Bend,OR,43.4065,-124.2243,9673
Snohomish,WA,47.9129,-122.0982,9670
Coffeyville,KS,37.0373,-95.6164,9669
Park Forest Village,PA,40.8067,-77.9169,9660
Winfield,IL,41.8617,-88.1609,9657
Hampton,NH,42.9376,-70.8389,9656
Clay,AL,33.7026,-86.5997,9655
Sunbury,PA,40.8626,-76.7944,9652
Holmen,WI,43.9633,-91.2562,9651
Westview,FL,25.882,-80.242,9650
Hamilton Hills,MD,39.3628,-76.565,9649
Edgemere,NY,40.5962,-73.7676,9646
Soquel,CA,36.988,-121.9566,9644
Kalaoa,HI,19.7286,-155.9817,9644
Bellevue,DC,38.8268,-77.0197,9643
Bladensburg,MD,38.9393,-76.9339,9640
Jesup,GA,31.6078,-81.8863,9633
East Falls,PA,40.0146,-75.1916,9631
Milton,FL,30.6324,-87.0397,9628
Astoria,OR,46.1879,-123.8312,9626
Mooresville,IN,39.6128,-86.3742,9623
Red Bank,SC,33.9321,-81.2384,9617
Danville,IN,39.7606,-86.5264,9614
Rye Brook,NY,41.0193,-73.6835,9611
Cypress Village,CA,33.6879,-117.7592,9610
La Salle,IL,41.3334,-89.0918,9609
Tega Cay,SC,35.0243,-81.0279,9608
Lock Haven,PA,41.137,-77.4469,9604
Nonantum,MA,42.3626,-71.2023,9600
Winslow,AZ,35.0242,-110.6974,9600
Rosslyn,VA,38.8968,-77.0725,9599
Girard,OH,41.154,-80.7015,9599
Bee Ridge,FL,27.2839,-82.4806,9598
Pine Ridge,FL,28.9383,-82.4734,9598
Orange Cove,CA,36.6244,-119.3137,9598
